HybridID,PC1,scaffold_21_284354,scaffold_21_603637,scaffold_21_954362,scaffold_21_1081954,scaffold_21_1168407,scaffold_21_1556666,scaffold_21_2181463,scaffold_21_2181470,scaffold_21_2190915,scaffold_21_2195347,scaffold_21_2485562,scaffold_21_2485563,scaffold_21_2514945,scaffold_21_2552192,scaffold_21_2717202,scaffold_21_2765502,scaffold_21_2910766,scaffold_21_3094096,scaffold_21_3109889,scaffold_21_3109907,scaffold_21_3203459,scaffold_21_3453237,scaffold_21_3699926,scaffold_21_4037299,scaffold_21_4044334,scaffold_21_4058266,scaffold_21_4568542,scaffold_21_4823705,scaffold_21_4930076,scaffold_21_4972994,scaffold_21_5147006,scaffold_21_5242487,scaffold_21_5349915,scaffold_21_5517604,scaffold_21_6232964,scaffold_21_6359869,scaffold_21_6549222,scaffold_21_6549302,scaffold_21_6551024,scaffold_21_6570168,scaffold_21_6570180,scaffold_21_6645830,scaffold_21_6663265
5174,0.014919438,AA,BB,BB,AA,AB,BB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5526,0.014951969,AA,BB,BB,AA,BB,AB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AB
5191,0.01501819,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5574,0.015381738,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5355,0.01652091,AA,NA,BB,AA,BB,NA,BB,BB,AA,AA,AA,AA,BB,AA,NA,BB,NA,AA,BB,AA,BB,NA,BB,AA,AA,NA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,NA,AA,AA,AB,AA,NA,NA
5338,0.016972887,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AB,AA,BB,AA,BB,AA
5040,0.017127972,BB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AB,BB,BB,AA,BB,AB,BB,AA,BB,AA,BB
5373,0.017162193,AA,BB,BB,AA,AB,NA,BB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AA,AB,AB,AA,AB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,NA,AA
5380,0.017222296,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5116,0.017294769,AA,BB,BB,AA,BB,NA,NA,NA,AA,AA,NA,NA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,NA,AA,BB,AB,AB,BB,BB,NA,NA,AB,AB
5386,0.017419175,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,BB,AB,AB,AA,AB,AB,AB,AB,AB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5086,0.017524938,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,NA,BB,AA,AA,AA,BB,BB,NA,BB,BB,NA,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5105,0.0176419,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5166,0.017746881,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5109,0.017857868,AB,AB,AB,AA,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5573,0.018075638,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5379,0.018296671,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5182,0.018378177,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5512,0.018597261,AA,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AA,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AA,AB,AB,AA,AB,NA,AB,AA,AB,AA,BB,AB,AA,AB,AA
5378,0.018965967,AB,AB,AB,AA,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AB,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5403,0.019096059,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5361,0.019130132,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5170,0.019970102,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,NA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5353,0.020017624,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5424,0.020256509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5609,0.020491018,AB,AB,AB,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,AB,AB,AB,AB
5558,0.02084104,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AB,AA,AA,AA,BB,BB,AB,AA,BB,BB,BB,AA,BB,AA,BB
5489,0.020954716,AA,BB,BB,NA,AB,AB,BB,BB,BB,AA,AA,AA,NA,BB,AA,AB,AB,NA,BB,AA,AB,AA,AA,BB,BB,NA,NA,AA,BB,NA,AB,AB,NA,AB,NA,BB,AA,AA,BB,BB,AA,NA,AB
5496,0.020958105,AA,BB,BB,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5446,0.02113293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5557,0.021551229,BB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5513,0.021761025,AA,BB,BB,AA,NA,BB,BB,BB,AA,AA,AA,AA,BB,AA,NA,BB,AA,AB,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,NA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AB,BB,AA
5188,0.022151363,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5613,0.022289777,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5599,0.022475889,NA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5481,0.022489397,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5203,0.022755947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5443,0.023035976,AB,NA,AA,AA,AB,BB,BB,BB,BB,AA,AB,AB,NA,BB,NA,AB,BB,BB,AB,AB,AB,BB,BB,AA,NA,AB,AB,AA,AB,AA,NA,AB,AA,AB,AB,BB,BB,AA,AB,NA,NA,AB,BB
5525,0.023824739,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,NA,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,BB
5453,0.023923534,AA,BB,BB,AA,NA,BB,AB,AB,AB,NA,AB,AB,BB,AA,AB,AB,AA,BB,AA,BB,AB,NA,BB,AA,BB,AB,BB,AB,AA,BB,AB,BB,BB,AB,BB,AB,NA,AB,BB,AB,AB,AA,BB
5074,0.024168283,AA,BB,BB,AA,NA,BB,NA,NA,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,NA,BB,BB,BB,AB,AB,AB,AB,BB,AB,NA,AB,AB,AA,AB,AB
5005,0.024396846,AA,BB,BB,AA,BB,BB,AB,AB,AA,AA,AA,AA,AB,AA,AB,AB,AB,AB,AB,AB,AA,BB,AB,AA,AB,AB,AB,NA,BB,AB,AB,AB,AA,AA,AB,AB,BB,AA,AB,AB,AB,BB,AA
5442,0.024518511,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,NA,AA,AB,AA,BB,AA
5538,0.025083755,AB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,NA,AB,AB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AB,AA,BB,AA
5003,0.025408933,AA,BB,BB,AA,AB,BB,AB,AB,AB,AA,AB,AB,AB,AB,NA,AB,AA,AA,AB,AB,AB,AB,AA,AB,AB,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5612,0.026283162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5445,0.026494743,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5121,0.026631562,BB,AB,BB,NA,AB,BB,NA,NA,AB,BB,AB,AB,AA,AB,AB,BB,BB,AA,AA,BB,AB,AA,BB,AA,NA,NA,AB,BB,BB,AB,AB,AA,AB,AB,AB,AB,AB,AA,AB,AB,AB,AA,AB
5010,0.02667958,AB,AB,AB,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AB,BB,BB,AA,AA,AB,AA,AA,AA,AB,AB,BB,AA,BB,AB,BB,AA,BB,AB,BB
5390,0.026968059,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5368,0.027192208,AA,BB,BB,AA,NA,BB,AA,AA,AB,AA,NA,NA,AA,AA,AB,NA,NA,NA,AB,AB,AA,NA,AB,NA,BB,NA,NA,BB,NA,NA,NA,NA,AA,NA,AA,NA,NA,AA,AA,AB,AA,BB,AA
5441,0.027425841,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AA,AB,AA,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,NA,BB
5552,0.027789749,AB,AA,AB,AA,AB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5410,0.027802676,AA,BB,BB,AA,BB,BB,NA,NA,AA,AA,AA,AA,NA,AA,BB,BB,AA,AA,BB,AA,AB,BB,NA,NA,AA,AA,BB,BB,NA,AB,BB,NA,AB,NA,AA,BB,NA,AA,AA,AA,AA,BB,AA
5562,0.028009044,AA,BB,NA,AA,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,NA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,NA,BB,BB,AA,AA,AA,BB,NA,AA,AA,BB,AA,BB,AA
5089,0.028311446,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB
5438,0.028326641,AA,BB,BB,AB,AB,AB,BB,BB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,BB,BB,BB,BB,BB,NA,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5582,0.028424625,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AB,AB,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5493,0.028491578,AA,BB,BB,AA,AB,BB,AA,AA,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,BB,AB,NA,BB,AA,AB,BB,BB,BB,BB,NA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5364,0.028656359,NA,NA,AB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB,NA,AB,NA,NA,NA,BB,AA,BB,NA,NA
5560,0.028855903,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AB,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,NA,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5607,0.028976235,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AB,BB,AA
5171,0.029843789,AA,BB,BB,AA,BB,BB,NA,NA,AA,AA,AA,AA,BB,AA,BB,NA,AA,AA,BB,AA,BB,AB,BB,AA,NA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5556,0.030103021,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,NA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5501,0.030498455,AA,BB,BB,AB,AB,AB,AB,AB,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5602,0.030773035,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AB,AA,BB,BB,AA,BB,AA,AA,AA,AB,BB,BB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5568,0.031521279,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5401,0.031643069,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AB,BB,AA,BB,AA
5419,0.03213513,AA,BB,BB,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,BB,AB,BB,AA,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5608,0.032175788,BB,AA,AB,AA,AB,BB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,NA,AA,AB,AB,AA,NA,BB,AA,AB,AB,AA,AB,AB,AB,AB,AB,AA,BB,AB,AB
5048,0.032434428,AA,BB,BB,AA,BB,BB,AA,AA,AA,AB,AA,AA,BB,AA,NA,AB,AB,AB,AB,AB,AA,AB,AA,AA,AB,AB,AB,BB,BB,BB,NA,NA,AA,AA,AB,AB,BB,AA,AA,AB,AB,BB,BB
5483,0.03321628,AA,BB,BB,AA,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5180,0.033583333,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,NA,BB,AA,AA,AA,AB,AA,BB,AA
5384,0.034707836,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5429,0.034816886,AA,AB,AB,AA,AB,BB,AB,AB,AA,AA,AB,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,BB,AB,NA,AA,AB,AB,BB,NA,AA,BB,AB,AB,BB,BB,AB,AB,BB,BB,AB,AB,AB,AB
5572,0.035490349,AB,AB,AB,AA,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5039,0.035782495,AA,BB,BB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB
5435,0.035794176,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5547,0.03596284,AA,BB,BB,AA,BB,NA,BB,BB,AA,NA,AA,AA,BB,AA,BB,BB,AA,NA,BB,AA,BB,AB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,NA,BB,BB,AA,AB,AA
5411,0.036513961,AA,BB,BB,AB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5527,0.037425107,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,NA,AA,BB,BB,BB,AA,BB,BB,BB,AB,AB,AA,BB
5503,0.037474578,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,NA,BB,AA,AA,AA,BB,BB,BB,BB,BB,NA,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5124,0.037553986,AB,BB,BB,AB,BB,AB,NA,NA,AA,AA,AA,AA,BB,AA,BB,BB,AA,AB,BB,AA,BB,BB,BB,AA,AB,AA,BB,BB,BB,BB,BB,BB,AA,AB,AA,BB,AA,AA,AA,BB,AA,BB,AA
5393,0.038423982,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5179,0.039050023,AA,BB,BB,AA,AB,BB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,NA,AB,AB,AB,AA,BB,BB,BB,BB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB
5565,0.039662231,AA,BB,BB,AA,BB,BB,BB,BB,AB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5392,0.039760279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5104,0.040050085,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5078,0.040098441,AA,BB,BB,AB,BB,AB,BB,AA,AA,AA,AA,AA,AB,AA,AA,BB,AA,AB,AB,AA,AB,BB,AB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AB,BB,AA,AB,AB,AA,NA,AA
5177,0.04054604,NA,AB,AA,NA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,NA,AA,AA,BB,BB,BB,AA,NA,BB,BB,AA,BB,AA,NA
5588,0.040841613,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5465,0.041177815,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,NA,BB,NA,AA,AA,AA,BB,AA,AB,AA,BB,AA,BB,AA
5509,0.041727696,NA,NA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,NA,NA,AA,NA,BB,AA,BB,BB,NA,NA,NA,AA,NA,AA,AB,AB,AA,AA,BB,AA,AB,BB,NA,AA,NA,AA,BB,NA,AB
5440,0.042574975,AB,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5614,0.042944749,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5190,0.043398654,AB,BB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AB,AA,BB
5196,0.044361817,NA,BB,BB,BB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,NA,AA
